"","id","game","category","item","itemnum","RT","RTstart","listrank"
"118","S0lVm6wcxkb",7,"Objects You Would Find in The Kitchen","straw",4,1712,8711,2
"119","S0lVm6wcxkb",7,"Objects You Would Find in The Kitchen","tuperware",18,7391,59532,2
"120","S0lVm6wcxkb",7,"Objects You Would Find in The Kitchen","wineglass",11,3041,31518,2
"121","S0lVm6wcxkb",8,"Sporting Games","baseball",4,2152,11584,2
"122","S0lVm6wcxkb",8,"Sporting Games","basketball",7,3112,25568,2
"123","S0lVm6wcxkb",8,"Sporting Games","bobsledding",12,7775,51630,2
"124","S0lVm6wcxkb",8,"Sporting Games","boxing",14,7696,68630,2
"125","S0lVm6wcxkb",8,"Sporting Games","football",2,2360,6208,2
"126","S0lVm6wcxkb",8,"Sporting Games","gymnastics",10,9520,42143,2
"127","S0lVm6wcxkb",8,"Sporting Games","hockey",8,4359,29927,2
"128","S0lVm6wcxkb",8,"Sporting Games","kickball",16,10248,82845,2
"129","S0lVm6wcxkb",8,"Sporting Games","lacross",13,9304,60934,2
"130","S0lVm6wcxkb",8,"Sporting Games","rugby",5,3696,15280,2
"131","S0lVm6wcxkb",8,"Sporting Games","soccer",1,3848,3848,2
"132","S0lVm6wcxkb",8,"Sporting Games","softball",6,7176,22456,2
"133","S0lVm6wcxkb",8,"Sporting Games","swimming",9,2696,32623,2
"134","S0lVm6wcxkb",8,"Sporting Games","tennis",11,1712,43855,2
"135","S0lVm6wcxkb",8,"Sporting Games","waterpolo",3,3224,9432,2
"136","S0lVm6wcxkb",8,"Sporting Games","wrestling",15,3967,72597,2
"137","S0lVm6wcxkb",9,"Clothing Articles","blouse",16,3400,56645,1
"138","S0lVm6wcxkb",9,"Clothing Articles","bra",6,1616,15655,1
"139","S0lVm6wcxkb",9,"Clothing Articles","cardigan",18,10415,75452,1
"140","S0lVm6wcxkb",9,"Clothing Articles","coat",13,4881,40958,1
"141","S0lVm6wcxkb",9,"Clothing Articles","croptop",15,3304,53245,1
"142","S0lVm6wcxkb",9,"Clothing Articles","dress",3,3472,10775,1
"143","S0lVm6wcxkb",9,"Clothing Articles","flanigan",17,8392,65037,1
"144","S0lVm6wcxkb",9,"Clothing Articles","jacket",11,3768,30814,1
"145","S0lVm6wcxkb",9,"Clothing Articles","jeans",10,2151,27046,1
"146","S0lVm6wcxkb",9,"Clothing Articles","jumpsuit",9,2616,24895,1
"147","S0lVm6wcxkb",9,"Clothing Articles","pants",4,1560,12335,1
"148","S0lVm6wcxkb",9,"Clothing Articles","romper",8,3496,22279,1
"149","S0lVm6wcxkb",9,"Clothing Articles","shirt",1,4727,4727,1
"150","S0lVm6wcxkb",9,"Clothing Articles","shorts",14,8983,49941,1
"151","S0lVm6wcxkb",9,"Clothing Articles","skirt",2,2576,7303,1
"152","S0lVm6wcxkb",9,"Clothing Articles","socks",5,1704,14039,1
"153","S0lVm6wcxkb",9,"Clothing Articles","sweater",12,5263,36077,1
"154","S0lVm6wcxkb",9,"Clothing Articles","sweatpants",20,4352,87836,1
"155","S0lVm6wcxkb",9,"Clothing Articles","t-shirt",19,8032,83484,1
"156","S0lVm6wcxkb",9,"Clothing Articles","underwear",7,3128,18783,1
"157","S0lVm6wcxkb",10,"Pieces of Furniture","bar",12,1344,39326,2
"158","S0lVm6wcxkb",10,"Pieces of Furniture","bed",10,2343,30494,2
"159","S0lVm6wcxkb",10,"Pieces of Furniture","bookshelf",7,2416,21727,2
"160","S0lVm6wcxkb",10,"Pieces of Furniture","chair",3,2664,7503,2
"161","S0lVm6wcxkb",10,"Pieces of Furniture","chest",8,1768,23495,2
"162","S0lVm6wcxkb",10,"Pieces of Furniture","coffeetable",6,3256,19311,2
"163","S0lVm6wcxkb",10,"Pieces of Furniture","couch",1,3384,3384,2
"164","S0lVm6wcxkb",10,"Pieces of Furniture","desk",15,5928,59453,2
"165","S0lVm6wcxkb",10,"Pieces of Furniture","diningroomtable",11,7488,37982,2
"166","S0lVm6wcxkb",10,"Pieces of Furniture","dresser",14,12239,53525,2
"167","S0lVm6wcxkb",10,"Pieces of Furniture","nightstand",9,4656,28151,2
"168","S0lVm6wcxkb",10,"Pieces of Furniture","ottoman",5,5272,16055,2
"169","S0lVm6wcxkb",10,"Pieces of Furniture","recliner",4,3280,10783,2
"170","S0lVm6wcxkb",10,"Pieces of Furniture","sofa",2,1455,4839,2
"171","S0lVm6wcxkb",10,"Pieces of Furniture","stool",13,1960,41286,2
"172","S0lVm6wcxkb",10,"Pieces of Furniture","tvstand",16,16767,76220,2
"173","S0lVm6wcxkb",11,"Vegetables","avocados",9,7727,36206,2
"174","S0lVm6wcxkb",11,"Vegetables","beets",4,1855,13999,2
"175","S0lVm6wcxkb",11,"Vegetables","bellpeper",12,3279,47190,2
"176","S0lVm6wcxkb",11,"Vegetables","bokchoy",19,11360,76765,2
"177","S0lVm6wcxkb",11,"Vegetables","broccoli",2,4120,8576,2
"178","S0lVm6wcxkb",11,"Vegetables","carrots",6,2280,19407,2
"179","S0lVm6wcxkb",11,"Vegetables","cauliflower",3,3568,12144,2
"180","S0lVm6wcxkb",11,"Vegetables","celery",1,4456,4456,2
"181","S0lVm6wcxkb",11,"Vegetables","cilantro",14,2400,51862,2
"182","S0lVm6wcxkb",11,"Vegetables","cucumber",13,2272,49462,2
"183","S0lVm6wcxkb",11,"Vegetables","eggplant",20,2616,79381,2
"184","S0lVm6wcxkb",11,"Vegetables","garlic",17,1752,60950,2
"185","S0lVm6wcxkb",11,"Vegetables","ginger",18,4455,65405,2
"186","S0lVm6wcxkb",11,"Vegetables","greenbeans",8,7432,28479,2
"187","S0lVm6wcxkb",11,"Vegetables","jalepeno",11,2801,43911,2
"188","S0lVm6wcxkb",11,"Vegetables","kale",7,1640,21047,2
"189","S0lVm6wcxkb",11,"Vegetables","lettuce",10,4904,41110,2
"190","S0lVm6wcxkb",11,"Vegetables","mushrooms",15,2464,54326,2
"191","S0lVm6wcxkb",11,"Vegetables","onion",16,4872,59198,2
"192","S0lVm6wcxkb",11,"Vegetables","raddishes",5,3128,17127,2
"193","S0lVm6wcxkb",12,"Clothing Articles","blouse",2,2560,6287,2
"194","S0lVm6wcxkb",12,"Clothing Articles","boxers",14,2168,47245,2
"195","S0lVm6wcxkb",12,"Clothing Articles","bra",12,6120,39550,2
"196","S0lVm6wcxkb",12,"Clothing Articles","cardigan",23,2592,80996,2
"197","S0lVm6wcxkb",12,"Clothing Articles","coat",21,1680,75780,2
"198","S0lVm6wcxkb",12,"Clothing Articles","croptop",4,3416,12351,2
"199","S0lVm6wcxkb",12,"Clothing Articles","dressshorts",6,3455,19118,2
"200","S0lVm6wcxkb",12,"Clothing Articles","jacket",20,8351,74100,2
"201","S0lVm6wcxkb",12,"Clothing Articles","jersey",5,3312,15663,2
"202","S0lVm6wcxkb",12,"Clothing Articles","jumpsuit",10,2928,32022,2
"203","S0lVm6wcxkb",12,"Clothing Articles","leggings",17,2248,58125,2
"204","S0lVm6wcxkb",12,"Clothing Articles","leotard",19,4856,65749,2
"205","S0lVm6wcxkb",12,"Clothing Articles","pants",1,3727,3727,2
"206","S0lVm6wcxkb",12,"Clothing Articles","romper",9,3488,29094,2
"207","S0lVm6wcxkb",12,"Clothing Articles","skirt",7,1521,20639,2
"208","S0lVm6wcxkb",12,"Clothing Articles","slacks",8,4967,25606,2
"209","S0lVm6wcxkb",12,"Clothing Articles","sock",11,1408,33430,2
"210","S0lVm6wcxkb",12,"Clothing Articles","sweater",22,2624,78404,2
"211","S0lVm6wcxkb",12,"Clothing Articles","sweatshirt",24,3528,84524,2
"212","S0lVm6wcxkb",12,"Clothing Articles","t-shirt",3,2648,8935,2
"213","S0lVm6wcxkb",12,"Clothing Articles","tie",15,4648,51893,2
"214","S0lVm6wcxkb",12,"Clothing Articles","tights",16,3984,55877,2
"215","S0lVm6wcxkb",12,"Clothing Articles","underwear",13,5527,45077,2
"216","S0lVm6wcxkb",12,"Clothing Articles","yogapants",18,2768,60893,2
"217","S0lVm6wcxkb",13,"Cities","albany",7,3288,27822,1
"218","S0lVm6wcxkb",13,"Cities","atlanta",5,4951,20102,1
"219","S0lVm6wcxkb",13,"Cities","burlington",16,9064,78508,1
"220","S0lVm6wcxkb",13,"Cities","charlotte",4,4072,15151,1
"221","S0lVm6wcxkb",13,"Cities","chicago",11,6775,46821,1
"222","S0lVm6wcxkb",13,"Cities","detroit",3,3776,11079,1
"223","S0lVm6wcxkb",13,"Cities","fargo",12,2880,49701,1
"224","S0lVm6wcxkb",13,"Cities","losangeles",10,4264,40046,1
"225","S0lVm6wcxkb",13,"Cities","newyork",6,4432,24534,1
"226","S0lVm6wcxkb",13,"Cities","philidelphia",15,6640,69444,1
"227","S0lVm6wcxkb",13,"Cities","portland",14,6959,62804,1
"228","S0lVm6wcxkb",13,"Cities","rochester",8,3408,31230,1
"229","S0lVm6wcxkb",13,"Cities","sanfrancisco",9,4552,35782,1
"230","S0lVm6wcxkb",13,"Cities","seattle",1,4375,4375,1
"231","S0lVm6wcxkb",13,"Cities","syracuse",2,2928,7303,1
"232","S0lVm6wcxkb",13,"Cities","tacoma",13,6144,55845,1
"233","S0lVm6wcxkb",14,"Countries","argentina",9,3288,40966,1
"234","S0lVm6wcxkb",14,"Countries","austria",17,3528,66965,1
"235","S0lVm6wcxkb",14,"Countries","belgium",16,2944,63437,1
"236","S0lVm6wcxkb",14,"Countries","canada",13,4479,51125,1
"237","S0lVm6wcxkb",14,"Countries","chile",10,1808,42774,1
"238","S0lVm6wcxkb",14,"Countries","china",5,5992,23615,1
"239","S0lVm6wcxkb",14,"Countries","costarica",8,6288,37678,1
"240","S0lVm6wcxkb",14,"Countries","cuba",12,1728,46646,1
"241","S0lVm6wcxkb",14,"Countries","georgia",1,5216,5216,1
"242","S0lVm6wcxkb",14,"Countries","germany",14,3800,54925,1
"243","S0lVm6wcxkb",14,"Countries","italy",18,3696,70661,1
"244","S0lVm6wcxkb",14,"Countries","natherlands",15,5568,60493,1
"245","S0lVm6wcxkb",14,"Countries","portugual",20,7743,81932,1
"246","S0lVm6wcxkb",14,"Countries","russia",4,2200,17623,1
"247","S0lVm6wcxkb",14,"Countries","spain",11,2144,44918,1
"248","S0lVm6wcxkb",14,"Countries","thialand",7,2896,31390,1
"249","S0lVm6wcxkb",14,"Countries","uk",19,3528,74189,1
"250","S0lVm6wcxkb",14,"Countries","ukraine",3,2832,15423,1
"251","S0lVm6wcxkb",14,"Countries","unitedstates",2,7375,12591,1
"252","S0lVm6wcxkb",14,"Countries","vietnam",6,4879,28494,1
"253","S0lVm6wcxkb",15,"Fruits","apple",2,1144,6224,1
"254","S0lVm6wcxkb",15,"Fruits","blackberry",10,2800,33831,1
"255","S0lVm6wcxkb",15,"Fruits","blueberry",11,4959,38790,1
"256","S0lVm6wcxkb",15,"Fruits","cranberry",20,18327,81404,1
"257","S0lVm6wcxkb",15,"Fruits","durian",18,1823,59237,1
"258","S0lVm6wcxkb",15,"Fruits","goldenberry",12,3463,42253,1
"259","S0lVm6wcxkb",15,"Fruits","grape",14,2488,48078,1
"260","S0lVm6wcxkb",15,"Fruits","grapefruit",6,4455,15223,1
"261","S0lVm6wcxkb",15,"Fruits","jackfruit",22,5624,89300,1
"262","S0lVm6wcxkb",15,"Fruits","kiwi",1,5080,5080,1
"263","S0lVm6wcxkb",15,"Fruits","lemo",4,1352,8872,1
"264","S0lVm6wcxkb",15,"Fruits","lime",3,1296,7520,1
"265","S0lVm6wcxkb",15,"Fruits","lychee",21,2272,83676,1
"266","S0lVm6wcxkb",15,"Fruits","mango",17,2384,57414,1
"267","S0lVm6wcxkb",15,"Fruits","nectarine",16,3304,55030,1
"268","S0lVm6wcxkb",15,"Fruits","orange",5,1896,10768,1
"269","S0lVm6wcxkb",15,"Fruits","passionfruit",19,3840,63077,1
"270","S0lVm6wcxkb",15,"Fruits","peach",15,3648,51726,1
"271","S0lVm6wcxkb",15,"Fruits","pomegranite",8,4312,24447,1
"272","S0lVm6wcxkb",15,"Fruits","pomelo",7,4912,20135,1
"273","S0lVm6wcxkb",15,"Fruits","salmonberry",13,3337,45590,1
"274","S0lVm6wcxkb",15,"Fruits","strawberry",9,6584,31031,1
"275","S0lVm6wcxkb",16,"Animals","alligator",1,6983,6983,1
"276","S0lVm6wcxkb",16,"Animals","bee",9,1063,26375,1
"277","S0lVm6wcxkb",16,"Animals","butterfly",8,5488,25312,1
"278","S0lVm6wcxkb",16,"Animals","cat",4,1273,11921,1
"279","S0lVm6wcxkb",16,"Animals","chicken",29,3112,88261,1
"280","S0lVm6wcxkb",16,"Animals","chimpanzee",28,4896,85149,1
"281","S0lVm6wcxkb",16,"Animals","cow",26,1928,78293,1
"282","S0lVm6wcxkb",16,"Animals","crab",22,1968,68430,1
"283","S0lVm6wcxkb",16,"Animals","crow",25,1824,76365,1
"284","S0lVm6wcxkb",16,"Animals","dog",10,1736,28111,1
"285","S0lVm6wcxkb",16,"Animals","dolphin",13,2536,36543,1
"286","S0lVm6wcxkb",16,"Animals","fish",19,6360,60758,1
"287","S0lVm6wcxkb",16,"Animals","horse",27,1960,80253,1
"288","S0lVm6wcxkb",16,"Animals","human",14,2584,39127,1
"289","S0lVm6wcxkb",16,"Animals","jellyfish",20,2664,63422,1
"290","S0lVm6wcxkb",16,"Animals","leemur",18,4280,54398,1
"291","S0lVm6wcxkb",16,"Animals","lion",5,1583,13504,1
"292","S0lVm6wcxkb",16,"Animals","lobster",21,3040,66462,1
"293","S0lVm6wcxkb",16,"Animals","monkey",2,2064,9047,1
"294","S0lVm6wcxkb",16,"Animals","panther",6,3120,16624,1
"295","S0lVm6wcxkb",16,"Animals","pelican",24,2911,74541,1
"296","S0lVm6wcxkb",16,"Animals","penguin",15,2370,41497,1
"297","S0lVm6wcxkb",16,"Animals","seagull",23,3200,71630,1
"298","S0lVm6wcxkb",16,"Animals","shark",12,1872,34007,1
"299","S0lVm6wcxkb",16,"Animals","sloth",7,3200,19824,1
"300","S0lVm6wcxkb",16,"Animals","snake",16,1950,43447,1
"301","S0lVm6wcxkb",16,"Animals","tiger",3,1601,10648,1
"302","S0lVm6wcxkb",16,"Animals","walrus",17,6671,50118,1
"303","S0lVm6wcxkb",16,"Animals","whale",11,4024,32135,1
"304","S0lVm6wcxkb",17,"Methods of Transportation","bike",4,2495,8623,1
"305","S0lVm6wcxkb",17,"Methods of Transportation","bullettrain",8,5648,24023,1
"306","S0lVm6wcxkb",17,"Methods of Transportation","bus",2,1183,4535,1
"307","S0lVm6wcxkb",17,"Methods of Transportation","car",5,1456,10079,1
"308","S0lVm6wcxkb",17,"Methods of Transportation","feet",14,2495,49093,1
"309","S0lVm6wcxkb",17,"Methods of Transportation","helicopter",9,4375,28398,1
"310","S0lVm6wcxkb",17,"Methods of Transportation","hotairballoon",15,14160,63253,1
"311","S0lVm6wcxkb",17,"Methods of Transportation","jet",16,8024,71277,1
"312","S0lVm6wcxkb",17,"Methods of Transportation","metro",6,5344,15423,1
"313","S0lVm6wcxkb",17,"Methods of Transportation","plane",3,1593,6128,1
"314","S0lVm6wcxkb",17,"Methods of Transportation","scooter",13,3624,46598,1
"315","S0lVm6wcxkb",17,"Methods of Transportation","ship",7,2952,18375,1
"316","S0lVm6wcxkb",17,"Methods of Transportation","spaceship",10,6072,34470,1
"317","S0lVm6wcxkb",17,"Methods of Transportation","submarine",12,4696,42974,1
"318","S0lVm6wcxkb",17,"Methods of Transportation","train",1,3352,3352,1
"319","S0lVm6wcxkb",17,"Methods of Transportation","truck",11,3808,38278,1
"320","S0lVm6wcxkb",18,"Fruits","blackberry",6,4152,26039,2
"321","S0lVm6wcxkb",18,"Fruits","blackberry",11,10487,53381,2
"322","S0lVm6wcxkb",18,"Fruits","blueberry",4,3808,19471,2
"323","S0lVm6wcxkb",18,"Fruits","drangofruit",9,6519,38654,2
"324","S0lVm6wcxkb",18,"Fruits","durian",19,1632,78620,2
"325","S0lVm6wcxkb",18,"Fruits","goldenberry",7,3352,29391,2
"326","S0lVm6wcxkb",18,"Fruits","grape",15,1760,65365,2
"327","S0lVm6wcxkb",18,"Fruits","grapefruit",18,2752,76988,2
"328","S0lVm6wcxkb",18,"Fruits","jackfruit",20,2392,81012,2
"329","S0lVm6wcxkb",18,"Fruits","kiwi",21,3520,84532,2
"330","S0lVm6wcxkb",18,"Fruits","lemons",13,1680,61525,2
"331","S0lVm6wcxkb",18,"Fruits","limes",12,6464,59845,2
"332","S0lVm6wcxkb",18,"Fruits","lychee",1,6136,6136,2
"333","S0lVm6wcxkb",18,"Fruits","mango",5,2416,21887,2
"334","S0lVm6wcxkb",18,"Fruits","orange",14,2080,63605,2
"335","S0lVm6wcxkb",18,"Fruits","papaya",8,2744,32135,2
"336","S0lVm6wcxkb",18,"Fruits","pomelo",17,5056,74236,2
"337","S0lVm6wcxkb",18,"Fruits","raspbeery",16,3815,69180,2
"338","S0lVm6wcxkb",18,"Fruits","starfruit",10,4240,42894,2
"339","S0lVm6wcxkb",18,"Fruits","strawbeery",3,5624,15663,2
"340","S0lVm6wcxkb",18,"Fruits","tomato",2,3903,10039,2
"341","S0lVm6wcxkb",19,"Countries","argentina",26,2392,87093,2
"342","S0lVm6wcxkb",19,"Countries","australia",6,2960,20288,2
"343","S0lVm6wcxkb",19,"Countries","chile",25,1608,84701,2
"344","S0lVm6wcxkb",19,"Countries","china",17,4047,61102,2
"345","S0lVm6wcxkb",19,"Countries","costarica",24,4911,83093,2
"346","S0lVm6wcxkb",19,"Countries","cuba",12,2800,37439,2
"347","S0lVm6wcxkb",19,"Countries","egypt",4,3632,14960,2
"348","S0lVm6wcxkb",19,"Countries","germany",21,2688,73054,2
"349","S0lVm6wcxkb",19,"Countries","italy",20,3688,70366,2
